DateTime,Total(PP+Imports),Umass_temp,Umass_humidity,Hoiday,Semester,Hour of day,Jan,Feb,Mar,April,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec
01/11/16 9:00,15174.218630000001,35.72727585,50.27272797,ND,0,10,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 10:00,15737.678619999999,33.22727203,50.18181992,ND,0,11,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 11:00,16299.757580000001,32.0727272,48.27272797,ND,0,12,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 12:00,16333.598559999999,31.48181725,47.81818008,ND,0,13,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 13:00,16240.3849,31.17272949,47.18181992,ND,0,14,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 14:00,16399.98769,30.83636475,46.09090805,ND,0,15,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 15:00,16206.31579,30.81818199,38.72727203,ND,0,16,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 16:00,16078.186580000001,31.07272911,37.54545593,ND,0,17,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 17:00,15869.69979,31.44545364,34.09090805,ND,0,18,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 18:00,15243.85469,31.72727203,36.09090805,ND,0,19,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 19:00,14814.401530000001,31.47272873,39.0,ND,0,20,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 20:00,14326.839569999998,31.20000076,37.45454407,ND,0,21,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 21:00,14069.37661,30.02727509,38.63636398,ND,0,22,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 22:00,13817.062769999999,29.15454674,39.18181992,ND,0,23,1,0,0,0,0,0,0,0,0,0,0,0
01/11/16 23:00,13560.691680000002,28.59090614,36.36363602,ND,0,24,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16,13366.32825,27.86363602,34.72727203,ND,0,1,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 1:00,13205.33396,26.98181915,37.63636398,ND,0,2,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 2:00,13132.66834,26.40908813,37.90909195,ND,0,3,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 3:00,13105.12586,25.82727242,41.09090805,ND,0,4,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 4:00,13013.60692,25.05454254,43.81818008,ND,0,5,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 5:00,13181.08958,24.35454559,45.72727203,ND,0,6,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 6:00,13679.91355,23.54545403,49.72727203,ND,0,7,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 7:00,14349.457040000001,22.67272758,56.18181992,ND,0,8,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 8:00,15027.17327,21.40000153,65.45454407,ND,0,9,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 9:00,15715.15546,21.13636208,63.72727203,ND,0,10,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 10:00,16284.842059999999,22.16363525,57.63636398,ND,0,11,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 11:00,16517.47963,21.52727127,63.54545593,ND,0,12,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 12:00,16511.21731,21.91818047,58.81818008,ND,0,13,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 13:00,16494.24695,24.20908928,53.90909195,ND,0,14,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 14:00,16513.900719999998,26.49090767,46.45454407,ND,0,15,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 15:00,16470.266669999997,28.97272873,41.90909195,ND,0,16,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 16:00,16127.19518,31.50909233,39.36363602,ND,0,17,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 17:00,15995.752019999998,33.48181534,41.72727203,ND,0,18,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 18:00,15357.175269999998,34.61817932,42.27272797,ND,0,19,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 19:00,14824.247659999999,35.90909195,43.90909195,ND,0,20,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 20:00,14480.10485,36.15454102,46.63636398,ND,0,21,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 21:00,14154.456909999999,35.31818008,58.09090805,ND,0,22,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 22:00,13707.70006,31.52727509,84.45454407,ND,0,23,1,0,0,0,0,0,0,0,0,0,0,0
01/12/16 23:00,13500.917019999999,30.76363945,89.81818390000001,ND,0,24,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016,13283.8682,30.62727547,91.0,ND,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 1:00,13199.4986,30.38181877,91.0,ND,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 2:00,13108.857820000001,29.54545403,91.63636017,ND,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 3:00,13079.18649,29.26363945,92.0,ND,0,4,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 4:00,13061.23689,28.56363106,92.0,ND,0,5,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 5:00,13272.983240000001,27.44545746,87.90908813,ND,0,6,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 6:00,13748.48106,27.33636475,68.36363983,ND,0,7,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 7:00,14247.28115,26.22727203,57.54545593,ND,0,8,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 8:00,14835.03315,26.0363636,55.90909195,ND,0,9,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 9:00,15651.443119999998,27.01818275,53.90909195,ND,0,10,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 10:00,16171.04405,26.93636513,52.36363602,ND,0,11,1,0,0,0,0,0,0,0,0,0,0,0
1/13/2016 11:00,16266.0299,26.34545326,48.36363602,ND,0,12,1,0,0,0,0,0,0,0,0,0,0,0
